claim_address,amount
0x1e25c2827C34616E20AAf67e71A0B47BdbcaFFa9,38683
0x1e25dC37666D5ca7eB14B981dAD6530661a8E4BD,17450
0x1e2633e883E1AAD2d2757a1372aB8736bFBa4bF1,4904
0x1e2F60a7d6Ec573BF69735A34526d4b5b1341200,5517
0x1e2d91804627bBE01ae812C6AF368ce1D1150c10,14925
0x1e3109eB639eDF6f5991d63aaAdF88DbeDeE1877,2500
0x1e3153311E5e42eA37b013D1fC9Ae0a60253DEAc,1500
0x1e34b42F23871aaF6a8bFF113d7241aD6b936eE7,38008
0x1e34e616E3Eff4B174D271868b7f917adE4efdE0,3232
0x1e3534e9Cf4A9f91CEf18694Bd8393dC189A5276,8586
0x1e394472cFf412e2190F37fb9c97e935e079CDbD,15512
0x1e3962b4021665B2dEd6D46ebAB42D8643401807,10617
0x1e3A8F80D78a3CeeC3C09137ed78D2C8720262Df,812000
0x1e3B71Ff6Ba3D50E5223cab57a28746eC80a252b,25000
0x1e3eF674C7fCB5bb6bb2A13703D552250669EDDF,5172
0x1e405e3D575D388a9A6cdD49de500aE4bd166ACc,10584
0x1e40da1D7EA2d7fF2A4E6AD0Fb5DcC7426861bF7,6895
0x1e43eD471279bfd15fad46e377216aD4C741e38d,12685
0x1e45950438AB25778a3EEE0Cbcd6621cAaE5Ea1C,3000
0x1e46e87b0070700a34CB7C680731aE2cE7940b51,4376
0x1e518f745F85b700DFB89863aa57828122Cf1C04,24000
0x1e55E5B95AC4D7E1f299A250af9f666e6B810110,101281
0x1e567b7A92D3dc290F9aD3A82eaCB8b9Fa4201Cb,22543
0x1e56Bff5Ea6643985008521650Df481132aAD5Ad,4000
0x1e5758292CC40a94cc281D9836969f0AfeDc8F98,177500
0x1e5C9Ea6732c18d84f43055A2919E8668E56502b,25000
0x1e5aEFE58c6A3481cEDd6c17b1Db511eb0b70Ca9,11780
0x1e5b968F7297a8B365a2cceD1F7FB5EABD060bD1,1500
0x1e5c797a569276bDa2EE21750186000e01D2bB5B,47206
0x1e5d13496de4A81225454aFc9d0fa06F6BD97421,41686
0x1e5fA3786d297A67c618d9A060Fa0056ff058aeF,6000
0x1e608D6E1Cb0A2E21C617aad44b54FD077c8C0E6,5730
0x1e614294a89090c1AC1ca8E769848447f786b425,110000
0x1e636f3aa694C7A4BB79E5c975dd797733bACD3c,5543
0x1e64ba64052FF33E08eC487a62D9a3C7e24eb855,25752
0x1e66c4Ed00f624B0A714B9D689FF71A4cBB99DfC,4798
0x1e690CBAC586068D32C8DDd9285171a3Ca3c1cCD,16475
0x1e6E40A0432e7c389C1FF409227ccC9157A98C1b,15512
0x1e6EC0adB8d5B769C7b94Ee74B1011cF60A54008,38888
0x1e6ae0134b057d0B220958Eb5AE679EA3ac2F40f,32400
0x1e6b5EBdd97aD37644B0D8E11AD55c48e6C38B43,7500
0x1e6c7206DA4a093Da8B2e0D8c276c6cCEfC20b1E,12000
0x1e7332860CCaac912d71573D6e83D8eA217d25c2,25027
0x1e73e1B8cd1712dB0641342cD8167346A21530bE,14644
0x1e741FD1689bD206abd30Afc221aCEeA5B499e4D,14197
0x1e77C86C9d5e2961E27D836CE84a21e2b26E9F86,5000
0x1e77b48b0F5AA424c1106557cD396305307cE11f,5376
0x1e799BdC292C86312c79d4FeCd5B8439aDf1Cc71,99398
0x1e799aA1C7F1394e6eea67f907Ec559a051320fb,40000
0x1e7B8CE4DdcbC3c33Af8EbdFaA8F6f10a6D419a7,10617
0x1e7FB63823D5B2F5acb1690738dc34E2eA74e6be,32080
0x1e7eef30108A9DE9C472a2844c9ecc15B9dde234,17125
0x1e7fB09046806F43297c345f4094DE00E005546a,2500
0x1e7fb0c0E5496b6331aEaeA265761Dd211864939,2000
0x1e80d1FFFA0970562892023E8197f6FED5241337,2000
0x1e82e222564293e3507c2966b27f587EE2570671,30607
0x1e843E199fa59A5A7fAca89EBd8e69BA3C9cef22,3157
0x1e84D327d21817c54d6DFDEF02675Cae32AC19A5,10086
0x1e84dD420D15d5E0Fd7AE2BE897e6512dDf25d71,94706
0x1e84ea52aA7C7384FECb2646cA55751c4F88D842,32080
0x1e868E0F5948Fc94ed99DDe0d0AbA939E7677b47,4525
0x1e89470A44e29eDED4D118fb01EE3a66d958d4A4,11679
0x1e89E358D5acA52f17db64171dbfD483C249Fa73,3465
0x1e8AE3233C7244bB2Cd793A18Ccb1130f8B7Cae7,4916
0x1e8Af55e4B17042029aF4C9Cf825D61c5137c17f,12000
0x1e8DEA537FB0533e2E77d495f82bDf968C2B6041,207500
0x1e8E749b2B578E181Ca01962e9448006772b24a2,126883
0x1e8aa2207D344d1b5472DCBBa56AA7e812CFB598,6895
0x1e8e64a66423Df7DF9957e50f075A27d8eC75aa6,12000
0x1e8e68130aE87aE3A1aa68b4dbbd82d76f994De5,2500
0x1e901C396E49bcC6EcB4c6e40Ccb4E0B0A77c3Ff,3998
0x1e9039bB329a45Ae56Ff7Be9b364a6c121449704,38888
0x1e90E7404c8cA3333D86bC81D586449a99a5791A,31119
0x1e92C7B70Bb5F0298f7CEb32a7B9C72A4dcB69FB,62782
0x1e9419d0ee749574614c3dcFb59c9d0E6aCff199,1500
0x1e98E2EeD6917F0ee86E79Aa4DC796c20089a517,5172
0x1e99D29Df8607580130252008787f331758E799B,11148
0x1e9CE5ce2e38Cf9A666d1947e4a1b1B1f91b8bc1,3232
0x1eB0ae3C6927086479C4498d0036b8bFe88FA0eE,7500
0x1eB288a62D0A8575392bC5E348610e7016Ae5b96,2000
0x1eBE31EEED7072A7dEd3f83A9EAc5DF3c0428B6f,5517
0x1eBEa28a2Bf565A5923a2d5A57f79033c34A48BF,4916
0x1eBF46983e397226Ce864201c114eC78aA02dCec,3000
0x1eC1CEBa35194ebdA0148CEDc7B2cC6Fb12f4edD,5517
0x1eC6267E35a4F0Ddcf65B50621D2A706E149F13A,15000
0x1eC653BB00c1E813793e9eFe969f594F45604aFc,1500
0x1eC7D94E1A16979bF127eb14Bf3be1A6bd0fa54D,12000
0x1eC99fd16a034da8fFC747858f8eA74dAaC0Bb8B,10990
0x1eCbC285F34390516FB69797949D9d4Ca3F86CFf,4850
0x1eCd67B2A0016D048b9a885cB93C1Cb9E76E6009,15666
0x1eCe8E8929B0d8846715a13Cb9B4A2EBE85F4943,9000
0x1eDAc0EB3D6dd05C202D3cE17D5a8Ce9b292e028,13573
0x1eDb8D490484aD22B5073a3ffA37278d912ADA8c,5786
0x1eE4aEC751AB97A6f1f60b87c48e52387Eee91de,10668
0x1eEA251402eA9648a87503DE418EDE89F354189a,1500
0x1eEe2984a6d47324D8742dfb3df58cE7DBE7e495,17517
0x1eF3953f52aA5324650ac4ac09a655b3094D226F,58514
0x1eF9Ac99A86B72355f3ce2afaB82630E7B7497B9,88888
0x1ea478C2d53917f803Cb9914b0B230aD06800064,144642
0x1eb322c016815EE5b29c071586C1B75Be5934576,138042
0x1eb5c545062762657922d0E7bf950799751b89Be,5717
0x1eb8e4FD116D69B7c448CEe2fA7ee5A4B4AcaE65,7500
0x1ec05eF28A893dcFA4e171c71FA85Af686332152,5327
0x1ec0760780056208c316E62EFE87C316Fc03c882,10844
0x1ecA2B2bC6C662BDc3FB3F46Fb99400A9F12121f,50000
0x1ed019688EA7268F86E7E8c1cAe91d87DBd25aE0,3065
0x1ed2584074B802929c7D94Ca43459AC9b074141d,38462
0x1eda14dA76e7e56dc001D9D1A47CAe888FD14E5B,4798
0x1ee27f2803Fb485507455584a0fe87e7c2747489,9401
0x1ee529514546D7Aa11572656f9f7a790dD830831,80000
0x1ee99Ff86e9504c53f90F7E77D3792073674608C,9692
0x1eeb7b4681DC06Ed57a3CCc413766eD7B3326f47,8560
0x1ef9eb8BBBEA9f61155aB9575bd99515447F712e,10459
0x1efA8FaE58dd369c071Ea3269c9B820ad678ECdc,14925
0x1f00449BdFEb90C78C31a25fe8f8Cc51676095e8,3581
0x1f009DEfB1d92644346439E41dAf69227b5D6dfE,20000
0x1f0160959d5B9773c9bfD669BEe6EE443a3Ff4cA,15327
0x1f0299D886F1328D30E7B9f68a03Aa94feefBCd6,23044
0x1f033cA633C81ebeeE968F6935F1031a8D58E209,7500
0x1f054D881216718E5E9FD469C82d09c223bc9995,3998
0x1f0592e04a4790B943CBaAF39b2dAC2B9914Ea8E,58235
0x1f05Eb9F0948420c3D4044e87DF42a2434c422Bc,50953
0x1f070da617Ca4aC8548e3ba1CdAB1d788a543F0F,13059
0x1f0A1Ca8847865c049A56DB974B5A61C176654c4,1500
0x1f0De2b72d87db3893d6798Be9c9Dd163DCc9e25,1500
0x1f0b95d58090f3F08282c9c875519E741e7Cd045,1500
0x1f11Ef49A6aeeA2E6F5BEBAfab7017E412221cF3,19548
0x1f11a74f4b72fF353abBE9Fcaf3382c08b1fE0D5,5172
0x1f1345248892697f730f211d7FB73759eD3A7628,9193
0x1f1426207DaE1d2846c97E71027A00E40a5551D1,15000
0x1f1573D2c0E9ddAA00DC908eB1C025c8ED26307b,4566
0x1f16A131169E602fE0271daf538D721442f5180A,7478
0x1f16C67b70c08A475639CE192359cF0F9A544Fac,6827
0x1f17057933cBDdD134AD5ABa4E42803eaFD303aA,37016
0x1f17e50937Ef768f9f8e8D1E114dc5626B299c05,32080
0x1f1B7e9653e593D1545a4957fe97853b5C1d671D,12000
0x1f1C4eef10537E9B923b9f7603dB1Be7cFeb7d38,3232
0x1f1De9625038B8BCe48F48f289CebA43c9C0E892,9813
0x1f1dd9c30181e8e49D5537Bc3E81c33896e778Bd,32080
0x1f206205e4554d3588b9DfA7430AA60dc5BD69c9,18416
0x1f2230DBfDfBb0CFE5e73fd51B015283D86c628b,32080
0x1f224d73419f2d63022545c127B3a65c31a2cC39,11148
0x1f231bD2acc079f3A9c7aE3074479fe6B0FdB1F0,5818
0x1f2479ee1b4aFE789e19D257D2D50810ac90fa59,24413
0x1f250e28b3963794e0B06c6Ad3241569b9C2dD9E,8688
0x1f26d89dDdC32e86c073A8DAc64Ea5b82496CF97,18888
0x1f27784001CF5b3d552A31cd28eE65e475bB8c4c,2000
0x1f2A6BafA550Ed96F1918E1C78B99280f6e225C7,7500
0x1f2C12E691dEd35b5F663B8f14e73922a00Ded94,22201
0x1f2b4f96769D46E16837186995e2A279E7d0e9b8,9986
0x1f2f8f9F1e397f51e28E09AF8ce481342580cCA5,6416
0x1f34620062aB90211060b572EEE073E286Da49E1,7133
0x1f352DeE18eC7C691587f4299cb785d67B1dcB9E,7133
0x1f364b47Ca9735eD3cd45c430f5320fdAaf78027,15512
0x1f36Fe3742Bf1146b319B9B3Fa67f4dd2cf3512E,42763
0x1f39E2E5366A555B3D98D3E0c18C15dCdB3d0Afa,11616
0x1f3bEfF830871Eae2DD5bdDFaB5FE733B00773eA,1500
0x1f43C4731E913B906f4ddA4061E819E975917Ff0,230000
0x1f44D554249AA60efa0Dd7F037A5b71aB3d80167,5327
0x1f46c6Ace0Cc77566D088c05d94697b2395e30ea,4916
0x1f4Cd12078466b92E5CfB0389067466b7b7630ad,9401
0x1f4f82Cc230206a6fCB21420033B9e54c1E52b3F,4916
0x1f52518B47944a5c0799DA26Fc70ff5d65f9692f,4850
0x1f54840C7690bA6F1f11E4d0Ec6D8cCA190B8391,3879
0x1f55C11e273154a57A82d22124DBEbD310A68591,53844
0x1f574602bE1F4Cf0bf5B20bb528615a78ba75740,7500
0x1f5882D88FF1baac30053055ded390cB041E148F,27962
0x1f5CC824b53333DFFB709338db4bBb154EF2d849,32080
0x1f5bbEf0722b6188B87b29DFf530d6cfb5A46967,4965
0x1f602c77972d8188F6dEF44F531cc836B8f00d17,5746
0x1f6036CFd76CB928ea56Cf1ef0549421C77Dbf34,10351
0x1f605fE60b10f0e1031caAE3b55DA0F6d0c7d67a,5327
0x1f6066F4C9054c5f9cF6363c7695C5d733aE6B71,32080
0x1f61bf39C1a2231b9286A9d21E852A95b7c399b3,1500
0x1f61e160B555e5413F92B7223AaBfAf50546b6c4,13272
0x1f62E517B74904fb221C3eEc6CEC954473A89514,11336
0x1f648492d2134BfE4228c51E33e3853dA209eFE4,15512
0x1f64f5937dEDD238c3320834DeE7Ee6863e6d373,5172
0x1f659809dAE3784b93e4A69421859e34288b80ad,12618
0x1f6A9c70c5b2db626c4d3EFf216a9CA528232fb0,38500
0x1f6E3B7192CE678075237531849185510Cf88fD3,38888
0x1f6b3531a1E149967F9dD811E14e3f87e1382112,32080
0x1f71234e2c178b3B6184847B8BCd29f7331ea327,18000
0x1f72D87B772a423f350b608b936450b653794031,5517
0x1f7689E867e14731AbE2B4B1E0B79b70cB4a0E29,150000
0x1f77d34deFF2B72B0A0258603eFFE72704742EBB,114312
0x1f79C7A97D1D3BEFCC104A2d2518793957f63B03,2000
0x1f7A2a384d3760F5381fA1017EF6fD889A90bD47,11194
0x1f80b5B40DC2D812BE1902C66956cBd060638847,4157
0x1f812BAcf87df81509d12fA4274F8f5bD5F96450,1500
0x1f82e538c515A23416De3684de7Fd849e81e0e77,52880
0x1f831fAAb717433BC18f472cc652538E293B46D6,90388
0x1f85aA3b8DDda2f94391E196241aD728d24e7f3D,4525
0x1f86BDe27c582A1b9e1C5Bb11cD0D36aC324DF47,12000
0x1f89D06c2ea739905C247A6e0254Cd99aB0FB537,20795
0x1f89eF62a28957052F4640E9B19574A8EBF38818,4000
0x1f8B22A4d0f9ce7639c2F9085381Ad34E02537a0,32080
0x1f8a19b8870A3f509543A32f156f0E4181d90D74,3065
0x1f8a8aC54244E4016a376152b2F92D467552FA7B,10343
0x1f90ACb4Cdb238858C7347c9FbD8A1C44cAA7928,12000
0x1f916bBF39aB189A9E3d9E1823a7b1A8e9e5f204,67148
0x1f9A0Ad1af012331aa12E5347296D05eC0F88b71,1500
0x1f9c27aFfd88fDbB8301cA1f5013740Ea1C020bf,20000
0x1f9c764430e7B0aA006Dc98932e8BA8670F6bD60,1500
0x1fA2c8EA01963C066c0caA89F810aACc91F2b876,11148
0x1fA2e214F74B9034e01657447B4fab3290a405a5,3805
0x1fA381B6171111C74D77C5E8E03a8Ba3717c493d,11148
0x1fA432536d2000f1CBD6732fb6f96A2938D916b3,60000
0x1fA89EF0454c1ac757f20da61d95beE8b5e156C0,6132
0x1fB7375A0D08e3FbFEB0D06c3033e9EF5B7E0B49,38888
0x1fB9dB93c3321a574a075FB9624b53faB2C5BbbA,10393
0x1fBa7151A0f720d18f3a336b775C9f6859BDf857,23047
0x1fC111B83C3bBe5d4CD9268D6fC391851Dcd7524,9864
0x1fC18f965F60625f895434FC536Fa50c705F860c,41324
0x1fC3907496D4d8c6e0DbA79d30E46939ccf0098d,10086
0x1fC98993e706f29CB8A21A405C3a228EE14ae071,32080
0x1fCA70A45961cb48Aa7609e2fA68663833962739,3465
0x1fCB78EEAc267EFf8DEc5F9dDFd881e710d1821b,18049
0x1fCB80677Fc6201e798a2AcBCa9233e2aa138048,126591
0x1fCb671b1c6025c90EE12f9ffDF5a917f910DEC0,18486
0x1fD63F507d86CB618c5eFf92f087C0D726b7B6F8,32080
0x1fD7DAe8CE6190509486e657629975e10eCFeF60,3840
0x1fD7F37282205e4f34a9F5ECFE5ED55690627b59,72000
0x1fD9F1D1044fE6621DC25AA49EB4c6E36264440e,11039
0x1fDbFfD0d8e237E64E68A904c2a6F447a1aD5C90,86054
0x1fE0ECD1E9D0aBC2f19Ab3B4971F031B0Cc0103D,7622
0x1fE7602cf87Bfb401D030c7bA4B6bdE3AD8af2F6,3157
0x1fEd64F9aa33eb67866AA01676468E201FDB232f,32080
0x1fF5e80722079024CFde14fe6Ae1cc09329D78b1,4157
0x1fF8E216b1044222059dC532F4E870d3460cF420,1500
0x1fFc6D838Ca2Eaac9705f5D706da6200EfC97B9b,10539
0x1fFeaaF5C69Dc4E2D960C5AC6Ad51dbec288003e,106900
0x1fa1453BECf03794d1ec5086feC5008297880C86,5327
0x1fa542FE06670d03C5E31cc7f4E9a4d2Ad68065B,4566
0x1fa93AcD465f1A540Db82FC4A0D7B554542bd1d0,17947
0x1fb8EA0Ff3803F0d4E4697aC3BfbB9A95c03EB85,3485946
0x1fb935Cc05ACCeD5321346697b73d8cbBCb2F094,5517
0x1fb9cEdfFD0f190d20A4623467Bc22A1e4ecF476,2000
0x1fbE7b6152843F072daaec35DB10C28BEc8a6dCC,61067
0x1fbF4789Ac39De79936cCC29FA6789Db6848a275,135789
0x1fbd4a46BF89b082044Ee47dF987aC23580C624b,6416
0x1fbdA4f7553826847aC190aAeec81454326214cF,7500
0x1fc8E359E0e81980556f88b2f50b470D3d79Ea92,7500
0x1fc95aA8bdAFb67432f9e4EF6F4E89B38CA41bD7,26266
0x1fcD0dA858218f0e39d46F650EBbD594f51D9015,10904
0x1fcD2c121AFc6FA94C3CcBC7Da4D7506Cb9312CB,94080
0x1fcbbB304625DCb5F18b9df516019a82D262Ea9c,113848
0x1fd2166BeFF4b06230f053Dd0de8A40cD925fF66,10320
0x1fd230423888473d1bd2047d0d330f785228cFcD,52500
0x1fddb033EA1641b157fa00b500bD00f1d61F87E2,13059
0x1feAEa90e1db01F61b1920C4241a146d41501E19,4000
0x1feCb2E6Ed1E930879d86d4734489442f2F80952,10617
0x1ff04F42aAa2A2b0A43bb8d72BF2DA2244599DA1,20000
0x1ff0b864408167E0d271698e0920E079627B94D5,3232
0x1ff2fFB3756FdCCa4bdf22Ba8eDaa284549485eC,4798
0x1ff85279836f5AE5202c271b925ef20B0DA6E495,4566
0x1ff98075036Ddf91c20eF54C507B22952522707B,10617
0x1ff9eD3455E169d3e66a23044325bb7326Fd156D,22000
0x20002AD8768d153712C80Eb6e69a9Cd7Bc32e629,10576
0x2001c3b84979CFDCC968883D5Af1F54E9fE0A931,88888
0x20023Bd46734BA7D7D816B3C2e39F93446b48303,18112
0x2003CF7F2Fe0F469bA50D647209195af69d153B6,18032
0x2004382AF56c7D4A8753b81D3197d91c168561af,8044
0x2004b04831d9ba63E003D34371e4a551ff6D9b49,5000
0x2005E7D61BD0873fF3aFc1e5C4ED19F482fD4704,17298
0x2006ff3a3A4eafdB14a38aa127DcE8Bea37a5F19,4291
0x2007649E34Ac55e4c5eC4b9329033275C55931B5,1500
0x2007b11534986215fAd4e8e8f6FaD05D1f5aECCA,17818
0x2007e7CF15c8f36c72A376237EF5235bD3730093,5517
0x200847C5B8ebcA85adB8726c75a30a3724378B76,3465
0x20088B4532e8F5Bd2Cf4998834500f0B27cdE529,148888
0x2008b74DC86026190acaD3884302f1101733C7fc,40500
0x2009c4dA3AA9e5c38915cA2ed2BD43B4932Fd4b1,9986
0x200A416Be6cCd9DdFb324966145A545085CFD244,12000
0x200CD355BBa39c4FC8b54B2ABB9480AD877D7a2A,12000
0x200E5DD048354B3268D87c206951f451d70D2329,12360
0x200E7655f86d78bF5b9c9544B88509B4e1d91F5d,1500
0x200a6Be88976e401B23Bf89C11C71792d7EDCD75,6416
0x200aF46FB870DCc249f142812606b5Bb71fE7fD6,5818
0x200b3aD711B3F1b29B8c9E59e901d36F9d86DC82,1500
0x200bE381cC55461D21E37E98fEfDdecB79e7Eb3B,1500
0x200c5cBEdA372Be3e0F3932fc325C16f30F174D2,8820
0x200c723F5fF850D77140ab0cE18A718a10C0960f,14644
0x200f0e4A6844032e37FfCcac645A76543c6C9BD2,10617
0x200f174f10005e277Fb9bb664CA8CB55407CEc86,5000
0x201037D637583D62eff862c44d09784a2BaBaeFc,4217946
0x20119b75795340cC583b3b86a6dF332826a5850D,19971
0x2011B7F92B62a2108E45e59C8D2C74AdFDd3aa7c,38888
0x2013d2868c582613Cf73127A6DF0e64ca7Ee9D8f,9035
0x201496A68F06Ad7A5e45B4E58269A815813AFB47,39469
0x20151c34D01D6785493F3416b3f82812a3dbB46F,17172
0x2015C1d59A4490B4292390983F67f40EC1BF0621,4419
0x2017236D9258B8d47Fc4b14472b8f5CE4E03A82b,8136
0x20172911Bbf12129f82eA245C54F22Df125Da23C,12000
0x20172EC3d9CB14cb555aa5b612e50d30b97485dD,10863
0x20179013e5A910b1275B210F39EE88be5B8A7789,4157
0x20180Cf1D4B140d04B4D04B4DABdad302c44E682,95000
0x20182B42Dc6B6Be42A316E68D3dBe584d81EEA4d,4850
0x20198167Ac9361e167ad911E26c7D3AB5c5B78a3,65682
0x2019fd0b3cF304aFaEe609a207E387ebDb5897b1,13573
0x201F0DdA75617b4c96209c213C50d6E69c978f32,75000
0x201F948e98513aBE8dc70047bA98A050fE67E9fB,2000
0x201a2fb69360ff24A372a13Ec6Ce04a7ff707666,1500
0x201a9a2c6D00C3df14Dc33De877dEF5E8A5692Ab,81434
0x201cdCBeb9989e6b1B336727E56E656f3227fBb8,54249
0x201d9eED4bd25A5f53b2728D7a13B3aAAb3DB08d,13710
0x20229cB20d0c2Ac8443939E648E44eC61Eebf181,25000
0x202304bAAc085b8eEdEd842b0138E8fa58E14143,4798
0x202325f2487B1143f3C001D94585B1d8e9AA60d2,8916
0x2023E78c509391FAba283C9dAfAA002603d79698,18397
0x202486B34776B26b474AeDb348658AAaB5D2DFF4,4916
0x2025137a136BeA7446DEba681CBFc7Cf1970840e,100000
0x20251a0505Ead51fb2C6ce5c1f399924ea068322,30852
0x2026001855172Dc690233021E51A3CD1b54aa5Ff,21765
0x20272463aa2A7c0E3F11555B4FB9cB542278b316,9193
0x20288c00BFF0a616a1Ec9E7d351948F1Ef77b974,11287
0x202A96e74c87B044545D827586eBEd4Ac5eBbe07,2000
0x202B8F7a072a17C37f261D5e9cC695dB90928294,50000
0x202DEef104b3DB28C4452086d386d74342a1a52a,15512
0x202EAd80255EA60012eCae2e95CbBBa48978Cc32,18950
0x202b5C010E4e77A115A97EB87B8b4a926b76BaC1,50888
0x202c47f7C66e5D678Db3e051DEaBc25478863022,12000
0x202cB0495806a6bAdf4598134F84f634dD3bCe4B,33662
0x202f9BA6a85aC2cECC8E408C1553bCB5E5A333B0,10086
0x202fA4c3d08aa940B097921AA1E6C29D454c65b3,6416
0x203012cF17aD510213138655ee0CFb40B1682d3c,26388
0x2031CbFb35a356f3cc917e5a357637308e3Ea8c9,4000
0x203313D7A38D3573373eEaA9B31dBE07ea7e02B3,32080
0x20335C504A4f0D8Db934e9f77a67b55E6AE8e1e1,27644
0x2033E4098Ff8A11Fd9913533Cd2B1EB53836a276,4000
0x203693De100D1527637167d89dce39D876B7821B,23337
0x2036D00CcA07C7cD34ffdf05bDC4d8dB94C97c84,84000
0x203832C4dE17B790e645377C1Fe1C7cE4c392071,6453
0x2039A0ef493403299155429817cD637FcA4e5753,1500
0x203B1b7BAc5B79eD20Bdf704Ba68499c26E6F43b,25947
0x203D4AA5bC7037e634699770C9daA617D33377c6,10000
0x203E60F7Cc6E408c549306fDB770b4A4c50AD56e,1500
0x203f4c410F3c35CeAd9f35B6dE2F66e773D7F26e,16200
0x20403Aa742D17d8827799370fa97aF08577CA0e0,1500
0x2040dB7B6299b4a437F6f9beb8DbC627E9CA3dCB,12000
0x2042cDA98ADEb931Bb6bb0A90De94b282FcB6d53,11038
0x204329caCDc4DFdFC0BF74554f95175901D456Cd,1500
0x20443fde9F2CAE9eDDea3464610faC639c194EC9,2000
0x204522fc0c0304bbCB78481a5891D83040013c28,10086
0x20461d5c2c683c931E8459fBf38dEDF116a5de18,23371
0x20477556E99Fd5432E1B2DdB9D6A2222086FC316,17820
0x20478A9af7680e33611ADb199c0597b994f8670b,6930
0x2048631F51AE6d73c97F75E2444f8dB795b6FcC4,9986
0x2048a8f7523eD0B8a00cA06cAEf8849E596b5F70,9813
0x20492864fAeDfA22B6F13be5583feD9ab514aA37,13573
0x2049B0E6f4B62B45EDdE56cd03b2ebD28eCf9929,16791
0x2049D98e33Fed6EfbdFaA56446e5a9dC4cfE96B4,32080
0x204C6162ac3E56F57A976C509Ca0b347D564B483,19500
0x204bFb4889F6370f4627De4056dB557527198e66,5376
0x204c1FD60267b396FB0bfCC377A445194F91a6F4,12000
0x204e5DFE98F0EC982FFE4435d2D5b0cB3D64cD55,5682
0x204f22Ae5195944d66417A8354A68A1b304412B2,10086
0x204fFe54d2beF8bF3Db8aa49A01009C3f93699BF,11517
0x205080f2A5e36267a9aA494bD58fe76aC3B20A33,10982
0x2051258E2cd5882c76EE2600aA42935c4E9A7d6C,5517
0x205166e9Cd418E207ab9cdE137C2c5D933f29D7e,4000
0x2051a9D274a42C7cfA2970709FB11841f7BBad8E,1500
0x2052051A0474fB0B98283b3F38C13b0B0B6a3677,5818
0x2052f11E0483CeD36340dD7808CA510a7Dd5F152,12000
0x205340E7EfBDF54784eabfa3398D6Acc7f9A0081,15000
0x2055217043aC828eACe0e35F711017e9f9792A83,35320
0x2055FCee933cc6b0fce7878EF0AEcc9A3f977645,50000
0x2055acdD1Db18E1f159EE52508e0CC5cAE196D60,5424
0x205665dAF78A9C917E1851FE41674b359533409b,5543
0x20578212fe81de3225794177aB51625E37b58133,50074
0x20590Da96e09477c1F2dC9DD2fe3BC5e99bf902e,39175
0x2059a96525c364560A806Ca035a40C9F379eBcA9,60701
0x205AE91F2EF39C4a9574AC4583808dEaFFC3a059,4960
0x205b41068805f8289aEd04c17a6b02438000D679,3232
0x205daa99c4e96e3161C435f925a8c584bd2A06f5,5597
0x205e0bd390859C07b70BEB1Ba0f30e1b92f88202,12000
0x2060181C7caE561D8bb8a7414E42219d1188c527,12741
0x206077eD64c3941971904756BC5A81F08ce53aa9,4850
0x2061420530725d897721931F3Cb15d26d9d4ab84,21393
0x20628b67CE5CdDac1CB95198C0fF5271f39fc048,3232
0x2065F52f7F6Fa8A14db8250450FbC4806edD2F3D,12000
0x2068D14Ee50772DD6e89c6F64F32Adad0Cc936Ef,127780
0x2068aBf875f9C96e48A6955A233fC256846170bc,56900
0x2068ffe6F748e623c3135d8f9734748f1A6e3eE4,8910
0x20695042aD37fD25c834c708f21eEc3104F74525,1500
0x20697375F651FB1Ce8aa81aEC2b7c9A55692A8Fc,1500
0x2069d6f0FC8F3235958c3AB417ee7333d4543B91,4000
0x206D4d7C1ee85AC72E80Bed81A5573C591AF4a8B,21152
0x206EFE88a16eA7095F9FaC1Ac550d698044e23a4,12000
0x206b28f1ea79bCBdf7129d2961C1D8eaF59Fef35,68031
0x206b44Cb741271Bf515356bABD729e3BD8B457A2,11413
0x206d7f45fae22D9926BDB2169DCe6E52ED33828f,7500
0x206e0863655776Abc73F8D9e78Bb7545A527a40D,1600000
0x206eEe77456933161403a4d04d39eFF994aBAa0b,40204
0x2070277F91D9F8383E450AEd81BE5347f5f9ea34,32080
0x207053a23d86fe3697dC073461f293894a931a72,20684
0x20708936b4189d8B017A2b567A104F71c915FFF9,10000
0x20717220daa3Fa24Cd9ED4C8d8FABe79921Ba513,2000
0x2072ba935581294dB9450A712E9A2ab9C1d360E2,5818
0x2072e2cd81Ae6a6F1F5Cc555dFd61c59FA8b6A3D,40000
0x2073fD2BAA20e565487F20D1D68Ef2618c662066,10844
0x2074924ebfD97Ff2351659CB00e259eBd6451aA5,17586
0x20749fEEc3c1616Ef2F1EB6BaE4Ecfae52D53C78,5000
0x2074D730c86D546C2949C3a696daE1b909c1D611,2500
0x2074F09316b363FE1c46FFcd91214bD51E564acf,5746
0x2077869Ac1367AC263e9A881fa172B4f33e1d6c7,10844
0x20798Fd64a342d1EE640348E42C14181fDC842d8,14717
0x2079C29Be9c8095042edB95f293B5b510203d6cE,46989
0x207D09B450Db39716d05D56c1BC0A019Af61aB8e,12000
0x207D4Af00D8a52C57aBEcC0cAC0684a4199598Cf,15000
0x207b8aF4f163e40400aC8e4a172CEE888D043B99,5818
0x207bfaD97cA2Bf071cB07022b3E44C68587e9Ca9,5818
0x207c3ea79169B45fD01155067c21E5866517ebE1,5543
0x207dE30A686163803DD8bb590CdA3044049d409d,24153
0x20801060360621DE351250247A27966fAD89ef4b,4798
